Title,Artist,Featuring,Hit,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Must Be Doin' Somethin' Right,Billy Currington,0,1,30399,0.205,0.489,269587,0.647,0,9,0.0504,-3.424,0.027,167.792,0.436
"Dance, Dance",Fall Out Boy,0,1,30565,0.00523,0.622,180267,0.961,0,11,0.0854,-3.198,0.154,114.452,0.449
Can I Have It Like That,Pharrell Featuring Gwen Stefani,1,1,30596,0.129,0.745,235360,0.525,0,7,0.0811,-7.532,0.239,100.99,0.376
Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",1,1,30783,0.0399,0.865,271240,0.514,0,4,0.255,-7.251,0.241,82.987,0.822
When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,1,1,30980,0.619,0.52,247053,0.379,1.85E-06,0,0.108,-9.906,0.0279,85.934,0.208
So Sick,Ne-Yo,0,1,31078,0.246,0.452,207187,0.574,0,6,0.189,-8.336,0.31,92.791,0.58
Kerosene,Miranda Lambert,0,1,31198,0.00687,0.628,185800,0.92,5.34E-05,7,0.337,-3.252,0.0287,126.998,0.808
Believe,Brooks & Dunn,0,1,31296,0.281,0.583,311200,0.394,9.86E-06,9,0.0781,-7.73,0.0307,120.049,0.184
Upside Down,Jack Johnson,0,1,31768,0.238,0.787,208653,0.655,0.000171,6,0.138,-8.339,0.0431,102.485,0.65
Stick To The Status Quo,High School Musical Cast,0,1,31942,0.0316,0.705,268413,0.721,0,4,0.248,-7.083,0.19,159.98,0.819
In My Mind,Heather Headley,0,1,32093,0.148,0.616,245947,0.457,0,0,0.125,-6.761,0.034,119.646,0.208
Touch The Sky,Kanye West Featuring Lupe Fiasco,1,1,32189,0.0114,0.524,236600,0.846,0,9,0.309,-4.912,0.347,98.385,0.551
Poppin' My Collar,Three 6 Mafia,0,1,32290,0.354,0.729,176880,0.795,0,7,0.536,-4.579,0.144,146.747,0.856
Wings Of A Butterfly,HIM,0,1,32396,0.0152,0.432,211680,0.776,0.0153,8,0.834,-3.474,0.0443,128.038,0.667
When You're Mad,Ne-Yo,0,1,32498,0.364,0.66,222000,0.548,0,6,0.108,-7.127,0.215,86.947,0.436
Hips Don't Lie,Shakira Featuring Wyclef Jean,1,1,32683,0.284,0.778,218093,0.824,0,10,0.405,-5.892,0.0712,100.024,0.756
"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,0,1,32790,0.00704,0.538,169027,0.889,0,7,0.312,-3.586,0.0596,133.044,0.696
How To Save A Life,The Fray,0,1,32892,0.269,0.64,262533,0.743,0,10,0.101,-4.08,0.0379,122.035,0.361
The Seashores Of Old Mexico,George Strait,0,1,33085,0.167,0.508,251333,0.576,0.00215,6,0.33,-7.441,0.0294,156.938,0.516
Unfaithful,Rihanna,0,1,33250,0.839,0.588,226973,0.391,0,0,0.227,-8.607,0.0334,144.069,0.349
U And Dat,E-40 Featuring T-Pain & Kandi Girl,1,1,33499,0.0241,0.858,202720,0.484,1.80E-06,6,0.123,-7.448,0.277,99.992,0.329
Wanted Dead Or Alive,Chris Daughtry,0,1,33642,0.000938,0.483,271573,0.668,0,7,0.107,-6.861,0.04,156.033,0.329
Life Is A Highway,Rascal Flatts,0,1,33758,0.00324,0.582,276320,0.952,0,5,0.223,-3.848,0.0731,103.027,0.655
"Mighty ""O""",OutKast,0,1,33876,0.00615,0.449,256227,0.698,0,5,0.325,-5.733,0.276,83.373,0.516
Deja Vu,Beyonce Featuring Jay Z,1,1,33943,0.0071,0.644,240280,0.746,1.22E-05,7,0.0743,-4.941,0.341,105.253,0.355
Hanging On,Cheyenne Kimball,0,1,34085,0.0105,0.573,249160,0.934,7.26E-05,5,0.318,-3.377,0.0372,118.773,0.544
Yee Haw,Jake Owen,0,1,34198,0.0956,0.672,172507,0.934,0,7,0.109,-3.322,0.0333,129.123,0.948
Suddenly I See,KT Tunstall,0,1,34387,0.225,0.587,201707,0.767,0,0,0.112,-5.713,0.0449,100.38,0.664
Labios Compartidos,Mana,0,1,34481,0.027,0.527,317627,0.898,0,0,0.0686,-3.624,0.0367,162.058,0.462
S.E.X.,Lyfe Jennings,0,1,34498,0.31,0.501,198373,0.468,2.04E-06,8,0.0923,-8.494,0.0507,105.769,0.712
Through Glass,Stone Sour,0,1,34686,0.0417,0.545,282947,0.753,0,3,0.389,-4.618,0.036,105.754,0.434
Money Maker,Ludacris Featuring Pharrell,1,1,34795,0.15,0.551,230613,0.598,0,1,0.299,-6.79,0.27,78.756,0.612
Strut,The Cheetah Girls,0,1,34959,0.428,0.674,198360,0.87,5.08E-06,3,0.127,-5.158,0.0912,120.027,0.559
Once In A Lifetime,Keith Urban,0,1,35071,0.0592,0.616,353813,0.837,0.00994,0,0.482,-5.266,0.0472,132.013,0.62
Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast,0,1,35099,0.135,0.772,204160,0.861,0.000742,7,0.064,-2.389,0.0898,133.918,0.424
Money In The Bank,Lil Scrappy Featuring Young Buck,1,1,35299,0.0599,0.88,233707,0.693,0,1,0.248,-5.201,0.332,75.603,0.767
Superman,Brown Boy,0,1,35398,0.337,0.667,231147,0.468,0,9,0.239,-8.839,0.108,77.992,0.423
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,1,1,35579,0.0745,0.758,268067,0.642,0,7,0.191,-8.128,0.221,142.078,0.701
Some People Change,Montgomery Gentry,0,1,35696,0.0456,0.55,201867,0.61,0,2,0.11,-6.358,0.0388,168.186,0.357
If We Were A Movie,Hannah Montana,0,1,35846,0.00651,0.639,184360,0.845,0,4,0.0619,-3.729,0.0346,94.036,0.729
Wind It Up,Gwen Stefani,0,1,35939,0.309,0.961,189587,0.9,0.000199,8,0.354,-6.874,0.0678,120.006,0.95
Crash Here Tonight,Toby Keith,0,1,35995,0.272,0.466,180880,0.437,0.0275,4,0.338,-7.867,0.0266,74.957,0.224
High School Never Ends,Bowling For Soup,0,1,36096,0.0122,0.536,209040,0.923,0,2,0.142,-3.494,0.125,160.03,0.77
It's Not Over,Daughtry,0,1,36264,0.0503,0.428,214831,0.919,0,10,0.245,-3.245,0.0618,145.927,0.294
You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",0,1,36411,0.0116,0.767,257907,0.864,0,10,0.0957,-1.847,0.133,85.475,0.747
Ladies Love Country Boys,Trace Adkins,0,1,36489,0.0539,0.661,221413,0.959,1.74E-05,7,0.381,-4.439,0.0408,116.284,0.96
The Sweet Escape,Gwen Stefani Featuring Akon,1,1,36592,0.191,0.756,246467,0.77,0,1,0.178,-3.502,0.0343,119.961,0.73
U + Ur Hand,P!nk,0,1,36793,0.00144,0.709,214387,0.89,0,0,0.034,-3.689,0.0531,141.042,0.885
Mr. Jones,Mike Jones,0,1,36991,0.206,0.653,238947,0.748,0,10,0.0803,-3.89,0.133,79.974,0.264
The River,Good Charlotte Featuring M. Shadows And Synyster Gates,1,1,37196,0.00677,0.439,195680,0.945,0,1,0.166,-2.21,0.138,161.954,0.455
Grace Kelly,MIKA,0,1,37280,0.0194,0.671,187733,0.82,0.0133,0,0.361,-5.796,0.048,122.361,0.685
Gravity,John Mayer,0,1,37470,0.731,0.764,245827,0.326,0.0013,7,0.24,-9.883,0.0342,123.98,0.237
Circle,Marques Houston,0,1,37587,0.106,0.676,245027,0.662,0,1,0.122,-6.438,0.0442,127.999,0.464
Like A Boy,Ciara,0,1,37680,0.267,0.701,237053,0.724,0,0,0.0867,-5.751,0.145,132.035,0.425
Teardrops On My Guitar,Taylor Swift,0,1,37792,0.288,0.621,203040,0.417,0,10,0.119,-6.941,0.0231,99.953,0.289
Like This,Kelly Rowland Featuring Eve,1,1,37895,0.00193,0.676,215853,0.73,0,1,0.0627,-5.963,0.267,178.117,0.489
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",1,1,38074,0.153,0.767,263280,0.872,0,10,0.518,-4.25,0.0761,112.6,0.565
Breath,Breaking Benjamin,0,1,38096,0.00012,0.347,218467,0.868,0.000273,5,0.0845,-4.145,0.0467,182.851,0.313
Apologize,Timbaland Featuring OneRepublic,1,1,38194,0.0292,0.653,184400,0.604,0,8,0.097,-6.017,0.0278,118.016,0.101
A Feelin' Like That,Gary Allan,0,1,38393,0.000432,0.57,210640,0.814,1.45E-05,8,0.0788,-8.444,0.0387,113.489,0.515
Working Class Hero,Green Day,0,1,38552,0.0063,0.3,263733,0.643,1.81E-06,11,0.147,-6.164,0.0366,108.798,0.211
Vulnerable,Secondhand Serenade,0,1,38682,0.549,0.422,200160,0.519,0,0,0.102,-5.531,0.0339,179.811,0.358
Big Things Poppin' (Do It),T.I.,0,1,38829,0.00425,0.597,289987,0.715,0.911,7,0.191,-6.741,0.036,169.036,0.539
Do You,Ne-Yo,0,1,38999,0.0836,0.465,558187,0.466,0.0427,9,0.0911,-8.098,0.0333,164.315,0.555
Imagine,Jack Johnson,0,1,39192,0.937,0.554,219080,0.179,0.024,6,0.107,-18.254,0.0362,141.946,0.374
Life's What You Make It,Hannah Montana,0,1,39324,0.0519,0.628,188467,0.941,0,0,0.519,-3.305,0.0508,143.999,0.85
You Know What It Is,T.I. Featuring Wyclef Jean,1,1,39467,0.17,0.657,287133,0.853,0,1,0.0956,-4.757,0.252,173.066,0.746
Crank That (Soulja Boy),Soulja Boy Tell'em,0,1,39546,0.515,0.736,221933,0.74,0,0,0.0468,-2.18,0.0786,140.141,0.803
Stranger,Hilary Duff,0,1,39696,0.0286,0.67,250693,0.788,0.000756,7,0.722,-3.596,0.181,124.032,0.836
Hood Figga,Gorilla Zoe,0,1,39799,0.0162,0.814,200933,0.713,0,1,0.123,-5.089,0.107,174.264,0.145
S.O.S.,Jonas Brothers,0,1,39964,0.000728,0.584,153347,0.696,0,7,0.184,-3.836,0.0694,137.112,0.699
More Than A Memory,Garth Brooks,0,1,40272,0.569,0.635,209664,0.35,0,1,0.118,-8.522,0.0301,137.732,0.235
Inconsolable,Backstreet Boys,0,1,40485,0.0186,0.4,216653,0.754,0,7,0.316,-3.899,0.0348,160.031,0.231
Do It Well,Jennifer Lopez,0,1,40552,0.0311,0.763,185933,0.81,0,5,0.316,-5.118,0.0861,108.004,0.437
Our Song,Taylor Swift,0,1,40685,0.111,0.668,201107,0.672,0,2,0.329,-4.931,0.0303,89.011,0.539
Everybody,Keith Urban,0,1,40797,0.0423,0.417,237173,0.488,0,2,0.0959,-7.029,0.0292,188.209,0.206
The Hand Clap,Hurricane Chris Featuring Big Poppa,1,1,40995,0.00679,0.805,261827,0.723,0,7,0.244,-6.808,0.224,88.006,0.641
Another Side Of You,Joe Nichols,0,1,41099,0.442,0.564,178267,0.657,0.0722,10,0.366,-8.341,0.0296,95.043,0.695
From Where You Are,Lifehouse,0,1,41260,0.185,0.363,181280,0.408,2.94E-06,9,0.113,-10.861,0.0273,87.335,0.271
Letter To Me,Brad Paisley,0,1,41388,0.676,0.532,280827,0.492,6.12E-05,9,0.086,-9.255,0.0312,79.242,0.366
Independent,Webbie Featuring Lil' Phat & Lil' Boosie,1,1,41498,0.00113,0.725,250027,0.431,0,1,0.14,-5.988,0.0707,174.083,0.199
Crying Out For Me,Mario,0,1,41596,0.196,0.509,288387,0.72,0,1,0.284,-6.935,0.0682,130.063,0.505
I Remember,Keyshia Cole,0,1,41779,0.203,0.422,260093,0.736,0,5,0.102,-4.426,0.049,129.278,0.303
Falling In Love At A Coffee Shop,Landon Pigg,0,1,41892,0.2,0.489,244987,0.561,4.56E-05,4,0.179,-7.933,0.0274,83.457,0.238
I Won't Tell,Fat Joe Featuring J. Holiday,1,1,42180,0.0334,0.61,229627,0.768,0,1,0.253,-7.932,0.397,183.83,0.352
Girls In Their Summer Clothes,Bruce Springsteen,0,1,42294,0.0319,0.439,259173,0.76,0,0,0.119,-4.383,0.0316,113.102,0.673
When You Look Me In The Eyes,Jonas Brothers,0,1,42384,0.0242,0.399,249693,0.767,0,2,0.306,-3.732,0.0328,135.943,0.507
YAHHH!,Soulja Boy Tell'em Featuring Arab,1,1,42485,0.118,0.72,190187,0.81,0,4,0.234,-1.748,0.225,154.028,0.794
Stronger Woman,Jewel,0,1,42595,0.161,0.444,242693,0.802,0,2,0.266,-4.097,0.0473,170.112,0.54
She Got It,2 Pistols Featuring T-Pain & Tay Dizm,1,1,42697,0.00431,0.517,274053,0.747,0,10,0.345,-6.191,0.105,134.058,0.271
Shake Your Pom Pom,Missy Elliott,0,1,42794,0.0872,0.788,232533,0.898,0,6,0.299,-3.943,0.182,98.508,0.506
Love Don't Live Here,Lady Antebellum,0,1,42894,0.0619,0.653,230400,0.873,3.41E-06,1,0.144,-3.829,0.0315,139.937,0.627
Diamond Girl,Ryan Leslie,0,1,43094,0.367,0.759,225613,0.728,0,1,0.343,-2.586,0.316,93.947,0.805
Last Name,Carrie Underwood,0,1,43385,0.194,0.395,241053,0.869,0,3,0.0874,-3.154,0.109,159.833,0.688
Back When I Knew It All,Montgomery Gentry,0,1,43397,0.00275,0.616,237480,0.817,4.36E-05,2,0.429,-5.544,0.0335,124.074,0.474
Take A Bow,Rihanna,0,1,43496,0.248,0.697,229413,0.467,0,9,0.0941,-7.536,0.0715,82.082,0.572
Take You Down,Chris Brown,0,1,43598,0.107,0.387,245933,0.64,0,11,0.319,-5.817,0.081,59.989,0.617
I Like The Way She Do It,G Unit,0,1,43694,0.00859,0.55,232600,0.806,0,7,0.263,-5.421,0.324,124.4,0.282
Shut Up And Let Me Go,The Ting Tings,0,1,43792,0.0109,0.852,171227,0.927,0.00268,7,0.054,-4.497,0.0581,107.993,0.887
I Kissed A Girl,Katy Perry,0,1,43875,0.00223,0.699,179640,0.76,0,5,0.132,-3.173,0.0677,129.996,0.696
Lucky,Jason Mraz & Colbie Caillat,0,1,43981,0.296,0.623,191360,0.417,0,0,0.135,-8.699,0.0354,130.032,0.721
Girls Around The World,Lloyd Featuring Lil Wayne,1,1,44092,0.0288,0.727,229800,0.831,0.00038,7,0.145,-8.699,0.126,97.6,0.579
Love Is Gone,David Guetta & Chris Willis,0,1,44197,0.0326,0.773,199387,0.813,3.77E-05,4,0.192,-4.609,0.0797,127.931,0.708
Mr. Carter,Lil Wayne Featuring Jay-Z,1,1,44291,0.236,0.92,286907,0.553,0,6,0.0767,-5.068,0.191,112.022,0.947
Never Would Have Made It,Marvin Sapp,0,1,44394,0.252,0.338,415133,0.559,0,0,0.38,-7.053,0.118,168.489,0.276
In The Ayer,Flo Rida Featuring will.i.am,1,1,44437,0.00456,0.83,220507,0.746,0,5,0.26,-6.286,0.0579,125.992,0.646
Sneakernight,Vanessa Hudgens,0,1,44687,0.323,0.803,179080,0.901,0,1,0.142,-4.192,0.0625,104.002,0.837
Learning How To Bend,Gary Allan,0,1,44795,0.0375,0.506,205800,0.731,0.000192,2,0.529,-4.486,0.0334,98.935,0.315
Hero,Nas Featuring Keri Hilson,1,1,44896,0.00103,0.676,240000,0.913,3.54E-06,4,0.224,-5.198,0.109,94.994,0.39
Shattered (Turn The Car Around),O.A.R.,0,1,45191,0.0175,0.571,255493,0.784,0,11,0.19,-6.396,0.0352,105.973,0.462
All Summer Long,Hit Masters,0,1,45264,0.0103,0.607,296333,0.889,0,7,0.0642,-4.317,0.0325,102.997,0.863
Come On Get Higher,Matt Nathanson,0,1,45488,0.241,0.672,215173,0.623,0,9,0.0848,-5.699,0.0297,92.018,0.617
Roll With Me,Montgomery Gentry,0,1,45695,0.0533,0.552,233933,0.648,0.00015,2,0.144,-6.71,0.0273,142.159,0.407
Angel,Natasha Bedingfield,0,1,45792,0.0574,0.566,246947,0.749,0,2,0.388,-4.435,0.0507,134.909,0.503
On The Line,Demi Lovato Featuring Jonas Brothers,1,1,45899,0.0264,0.57,206360,0.906,0,0,0.0968,-3.403,0.0294,124.969,0.446
Without You,Hinder,0,1,45988,0.0292,0.412,232267,0.816,2.01E-05,3,0.129,-3.83,0.0332,136.014,0.288
Bust Your Windows,Jazmine Sullivan,0,1,46080,0.538,0.683,266307,0.664,0,5,0.0671,-4.233,0.0332,106.991,0.866
Get Up,50 Cent,0,1,46143,0.0303,0.707,195680,0.885,0,11,0.311,-2.635,0.174,92.435,0.405
I Don't Care,Apocalyptica Featuring Adam Gontier,1,1,46191,0.00998,0.311,221480,0.744,0,2,0.0799,-4.615,0.0436,179.076,0.336
Did You Wrong,Pleasure P,0,1,46296,0.04,0.598,259000,0.786,0,0,0.252,-5.037,0.0405,105.03,0.367
Gives You Hell,The All-American Rejects,0,1,46568,0.0159,0.718,213107,0.691,0,4,0.0627,-6.44,0.0387,100.008,0.552
Troublemaker,Akon Featuring Sweet Rush,1,1,46596,0.131,0.856,237173,0.78,0,7,0.401,-4.256,0.105,122.067,0.835
IfULeave,Musiq Soulchild Featuring Mary J. Blige,1,1,46693,0.208,0.467,252440,0.752,0,11,0.164,-3.244,0.232,122.775,0.728
Second Chance,Shinedown,0,1,46797,0.00107,0.46,222067,0.796,0,0,0.106,-4.501,0.0333,100.011,0.182
River Of Love,George Strait,0,1,46893,0.604,0.474,195147,0.814,0.0145,7,0.15,-6.875,0.0419,79.216,0.91
Turnin Me On,Keri Hilson Featuring Lil Wayne,1,1,47089,0.0034,0.675,247800,0.602,1.28E-05,1,0.199,-4.688,0.0596,159.994,0.092
Thinking Of You,Katy Perry,0,1,47478,0.00167,0.431,246410,0.803,0,4,0.331,-4.459,0.0364,147.048,0.309
At Last,Beyonce,0,1,47566,0.666,0.26,180707,0.26,0.00447,5,0.175,-10.669,0.0329,172.655,0.318
Working On A Dream,Bruce Springsteen,0,1,47794,0.000462,0.555,208947,0.772,0,0,0.22,-7.292,0.025,110.481,0.711
I Told You So,Carrie Underwood Featuring Randy Travis,1,1,47891,0.643,0.423,257893,0.522,0,8,0.122,-3.849,0.029,147.745,0.236
Shone,Flo Rida Featuring Pleasure P,1,1,48056,0.0128,0.638,253253,0.727,0,7,0.111,-7.385,0.237,150.064,0.303
Kids,MGMT,0,1,48190,0.00076,0.451,302840,0.931,0.0049,9,0.361,-3.871,0.0719,122.961,0.172
Hoedown Throwdown,Miley Cyrus,0,1,48255,0.197,0.738,181013,0.804,0,10,0.297,-6.018,0.0608,109.045,0.791
Sugar,Flo Rida Featuring Wynter,1,1,48324,0.0371,0.738,252933,0.868,0,1,0.294,-4.15,0.0348,130.003,0.199
I Run To You,Lady Antebellum,0,1,48399,0.163,0.655,256013,0.786,5.99E-05,3,0.124,-4.451,0.034,113.964,0.378
Come Back To Me,David Cook,0,1,48562,0.0101,0.476,248000,0.895,1.02E-06,4,0.127,-4.857,0.0299,108.087,0.632
Unstoppable,Rascal Flatts,0,1,48679,0.0738,0.473,227720,0.799,0,3,0.121,-4.798,0.0483,155.892,0.506
I Do Not Hook Up,Kelly Clarkson,0,1,48787,0.00098,0.502,200347,0.938,0,9,0.318,-3.114,0.13,144.077,0.35
Maybach Music 2,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",1,1,48891,0.219,0.487,242173,0.72,0,3,0.0953,-6.288,0.118,86.008,0.224
People Are Crazy,Billy Currington,0,1,48989,0.213,0.651,231360,0.699,0.000265,5,0.12,-5.006,0.0265,141.938,0.36
Heartless,The Fray,0,1,49178,0.675,0.394,255907,0.693,0,9,0.115,-6.993,0.0938,164.004,0.433
Heartless,Kris Allen,0,1,49215,0.133,0.577,222333,0.747,0,10,0.141,-4.675,0.052,94.954,0.502
Boots On,Randy Houser,0,1,49382,0.0387,0.713,170813,0.887,1.79E-05,8,0.273,-4.564,0.0322,112.016,0.88
Never Say Never,The Fray,0,1,49589,0.568,0.23,256613,0.492,8.18E-06,8,0.176,-5.767,0.0317,160.139,0.262
When Love Takes Over,David Guetta Featuring Kelly Rowland,1,1,49699,0.0157,0.674,191000,0.862,0.000427,11,0.169,-4.614,0.0253,129.965,0.5
Fallin' For You,Colbie Caillat,0,1,49811,0.156,0.644,215547,0.834,0,4,0.112,-6.473,0.0275,117.043,0.593
Obsessed,Mariah Carey,0,1,49910,0.0465,0.742,242200,0.468,0,10,0.826,-5.557,0.0625,86.443,0.369
Successful,Drake Featuring Trey Songz & Lil Wayne,1,1,50088,0.536,0.562,375050,0.544,0,8,0.17,-5.065,0.369,159.517,0.231
Toes,Zac Brown Band,0,1,50194,0.655,0.8,262773,0.759,0,11,0.0897,-5.398,0.0378,129.979,0.821
Run This Town,"Jay-Z, Rihanna & Kanye West",0,1,50287,0.281,0.632,267520,0.924,0,1,0.263,-1.802,0.29,86.844,0.441
Uprising,Muse,0,1,50380,0.000202,0.602,304840,0.905,0.064,2,0.117,-4.046,0.0775,128.019,0.411
Need You Now,Lady Antebellum,0,1,50484,0.0927,0.587,277573,0.622,0.000636,4,0.2,-5.535,0.0303,107.943,0.231
The Fixer,Pearl Jam,0,1,50655,7.94E-05,0.515,177560,0.934,0.0047,11,0.327,-5.079,0.0371,152.24,0.894
Number One,R. Kelly Featuring Keri Hilson,1,1,50695,0.228,0.65,260867,0.813,0,0,0.18,-4.673,0.112,136.796,0.576
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,1,1,50794,0.0827,0.702,249840,0.727,0,5,0.0831,-3.443,0.155,155.093,0.549
Drop It Low,Ester Dean Featuring Chris Brown,1,1,50893,0.0019,0.723,190533,0.714,5.43E-05,11,0.0836,-5.036,0.0537,88.047,0.386
We Weren't Born To Follow,Bon Jovi,0,1,50989,0.00125,0.5,243493,0.847,0,11,0.0875,-4.222,0.0417,125.964,0.716
Bad Habits,Maxwell,0,1,51095,0.0873,0.661,352280,0.67,2.01E-06,11,0.0794,-7.645,0.258,148.02,0.661
I Wanna Make You Close Your Eyes,Dierks Bentley,0,1,51190,0.104,0.599,239119,0.61,4.83E-05,1,0.115,-5.745,0.0232,95.979,0.359
I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,1,1,51251,0.048,0.541,228640,0.953,0,5,0.192,-4.229,0.107,111.378,0.856
Papers,Usher,0,1,51391,0.0339,0.802,261413,0.556,0,1,0.0958,-5.395,0.0418,120.047,0.158
Take Your Shirt Off,T-Pain,0,1,51479,0.0113,0.775,228893,0.865,0,2,0.287,-1.677,0.275,189.949,0.424
Jump Then Fall,Taylor Swift,0,1,51509,0.111,0.618,237067,0.687,0,2,0.0693,-5.737,0.0271,79.991,0.82
If You Only Knew,Shinedown,0,1,51591,0.000347,0.449,226640,0.956,0,9,0.325,-4.011,0.0398,97.011,0.321
Defying Gravity,Glee Cast,0,1,51698,0.476,0.385,141667,0.545,0,1,0.112,-6,0.0318,152.525,0.546
Undertow,Timbaland Featuring The Fray & Esthero,1,1,51799,0.242,0.646,261533,0.649,0.00597,2,0.118,-6.386,0.031,109.987,0.591
Hard,Rihanna Featuring Jeezy,1,1,51879,0.0121,0.31,250600,0.746,0,1,0.649,-3.599,0.111,182.032,0.163
I Dreamed A Dream,Susan Boyle,0,1,51961,0.803,0.286,190560,0.378,0.000518,10,0.107,-8.752,0.0382,69.316,0.113
It's Your Life,Francesca Battistelli,0,1,51994,0.003,0.358,171933,0.847,0,2,0.133,-3.5,0.0528,181.987,0.433
Carry Out,Timbaland Featuring Justin Timberlake,1,1,52074,0.114,0.531,232467,0.574,0.0308,10,0.256,-6.693,0.113,115.68,0.272
My Life Would Suck Without You,Glee Cast,0,1,52150,0.0177,0.471,211800,0.663,0,9,0.0801,-6.284,0.0348,145.078,0.449
What I Do,Chris Brown Featuring Plies,1,1,52187,0.0259,0.581,240240,0.868,0,1,0.142,-3.772,0.0883,77.545,0.618
Sex Therapy,Robin Thicke,0,1,52278,0.679,0.702,275147,0.53,0,3,0.241,-4.384,0.0296,112.036,0.319
Rude Boy,Rihanna,0,1,53063,0.113,0.563,222920,0.75,0,11,0.0788,-4.496,0.127,173.906,0.812
There Goes My Baby,Usher,0,1,53170,0.175,0.626,281293,0.52,0,9,0.13,-8.077,0.0892,77.468,0.257
Neighbors Know My Name,Trey Songz,0,1,53287,0.0379,0.663,186307,0.693,0,7,0.162,-5.776,0.0635,120.026,0.391
Alice,Avril Lavigne,0,1,53370,0.0458,0.536,300987,0.824,0.000199,0,0.174,-4.403,0.0767,119.004,0.172
Hell On The Heart,Eric Church,0,1,53399,0.0832,0.637,164733,0.89,1.90E-06,0,0.0892,-3.877,0.0312,123.002,0.928
Rain Is A Good Thing,Luke Bryan,0,1,53690,0.105,0.622,176160,0.932,2.37E-06,11,0.328,-4.66,0.0498,108.051,0.519
Billionaire,Travie McCoy Featuring Bruno Mars,1,1,53791,0.297,0.633,211160,0.673,0,6,0.206,-6.403,0.258,86.776,0.659
Un-Thinkable (I'm Ready),Alicia Keys,0,1,53887,0.732,0.595,249240,0.507,1.97E-05,7,0.106,-7.892,0.0618,86.099,0.337
"Hello, I Love You",Glee Cast,0,1,53965,5.31E-05,0.375,139760,0.856,0.000693,11,0.238,-6.113,0.078,117.109,0.672
4 Minutes,Glee Cast,0,1,54088,0.0052,0.675,189400,0.942,0.000167,7,0.0764,-3.096,0.0518,112.938,0.414
Gypsy,Shakira,0,1,54164,0.64,0.763,198827,0.758,0,6,0.0706,-5.106,0.0576,92.727,0.515
New Morning,Alpha Rev,0,1,54199,0.05,0.191,224827,0.682,5.49E-06,5,0.156,-7.188,0.0413,178.071,0.407
Physical,Glee Cast Featuring Olivia Newton-John,1,1,54288,0.0236,0.789,198907,0.698,0,0,0.0959,-5.837,0.0467,123.849,0.416
The Boy Is Mine,Glee Cast,0,1,54375,0.18,0.65,293680,0.729,0,1,0.179,-5.234,0.042,93.153,0.499
I Dreamed A Dream,Glee Cast Featuring Idina Menzel,1,1,54430,0.828,0.236,188133,0.328,0,10,0.111,-8.434,0.0353,170.914,0.0606
Hold You (Hold Yuh),Gyptian,0,1,54495,0.321,0.69,233253,0.621,2.81E-05,8,0.0884,-3.583,0.06,66.858,0.497
Got Your Back,T.I. Featuring Keri Hilson,1,1,54637,0.0117,0.553,274526,0.472,0,8,0.398,-12.819,0.501,146.841,0.652
Loser,Glee Cast,0,1,54692,0.00331,0.701,199000,0.864,0,3,0.0421,-4.351,0.0631,106.034,0.811
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,1,1,54742,0.00627,0.766,202627,0.873,0,11,0.0764,-6.381,0.143,126.988,0.743
If It's Love,Train,0,1,54789,0.0108,0.628,239040,0.917,2.25E-06,6,0.306,-3.489,0.144,94.988,0.638
143,Bobby Brackins Featuring Ray J,1,1,54890,0.0113,0.833,206813,0.751,0,11,0.0235,-7.117,0.0854,98.039,0.716
No Love,Eminem Featuring Lil Wayne,1,1,54922,0.119,0.522,299507,0.932,0,11,0.177,-2.87,0.255,129.473,0.33
25 To Life,Eminem,0,1,54991,0.239,0.701,241587,0.931,0,8,0.194,-0.945,0.243,79.996,0.362
All Over Me,Josh Turner,0,1,55096,0.403,0.546,199493,0.776,0.00633,1,0.193,-7.359,0.0352,169.847,0.888
Come Back Song,Darius Rucker,0,1,55266,0.138,0.516,235147,0.745,0,9,0.114,-5.674,0.0381,177.781,0.77
Teenage Dream,Katy Perry,0,1,55319,0.0162,0.719,227741,0.798,2.34E-06,10,0.134,-4.582,0.0361,120.011,0.591
Hot Tottie,Usher Featuring Jay-Z,1,1,55699,0.00155,0.654,299333,0.866,5.38E-06,6,0.0928,-4.332,0.286,87.525,0.669
My Kinda Party,Jason Aldean,0,1,55853,0.0167,0.41,284960,0.9,1.09E-05,0,0.339,-4.249,0.0656,176.962,0.558
Only Prettier,Miranda Lambert,0,1,55995,0.0818,0.389,189440,0.695,0,8,0.0698,-2.4,0.0348,167.968,0.778
Introducing Me,Nick Jonas,0,1,56091,0.46,0.513,186893,0.496,0,11,0.106,-6.049,0.0511,113.072,0.676
